open_time,open,high,low,close,volume,amount,close_time
1764518400000,138.3400000000000000000000000000,138.5500000000000000000000000000,138.3100000000000000000000000000,138.4300000000000000000000000000,1649.17900000,228277.160000000000000000,1764518700000
1764518700000,138.4300000000000000000000000000,138.5400000000000000000000000000,138.3100000000000000000000000000,138.4500000000000000000000000000,1550.59000000,214676.260000000000000000,1764519000000
1764519000000,138.4500000000000000000000000000,138.8400000000000000000000000000,138.4400000000000000000000000000,138.8400000000000000000000000000,4853.22900000,672699.830000000000000000,1764519300000
1764519300000,138.8400000000000000000000000000,139.0300000000000000000000000000,138.6800000000000000000000000000,138.9000000000000000000000000000,2947.03900000,409353.010000000000000000,1764519600000
1764519600000,138.9000000000000000000000000000,139.3500000000000000000000000000,138.8900000000000000000000000000,139.2000000000000000000000000000,3979.23900000,553673.720000000000000000,1764519900000
1764519900000,139.2000000000000000000000000000,139.4700000000000000000000000000,139.1900000000000000000000000000,139.3800000000000000000000000000,4134.01100000,576148.650000000000000000,1764520200000
1764520200000,139.3800000000000000000000000000,139.5100000000000000000000000000,139.1700000000000000000000000000,139.1900000000000000000000000000,3519.95800000,490363.080000000000000000,1764520500000
1764520500000,139.1900000000000000000000000000,139.5200000000000000000000000000,139.1700000000000000000000000000,139.5200000000000000000000000000,2522.24600000,351263.130000000000000000,1764520800000
1764520800000,139.5200000000000000000000000000,139.7500000000000000000000000000,139.4400000000000000000000000000,139.6200000000000000000000000000,2702.87400000,377338.860000000000000000,1764521100000
1764521100000,139.6200000000000000000000000000,139.8000000000000000000000000000,139.5400000000000000000000000000,139.8000000000000000000000000000,1915.71700000,267613.510000000000000000,1764521400000
1764521400000,139.8000000000000000000000000000,139.8200000000000000000000000000,139.4600000000000000000000000000,139.4600000000000000000000000000,4228.19800000,590425.640000000000000000,1764521700000
1764521700000,139.4600000000000000000000000000,139.6100000000000000000000000000,139.4000000000000000000000000000,139.5200000000000000000000000000,2803.92000000,391194.900000000000000000,1764522000000
