open_time,open,high,low,close,volume,amount,close_time
1740758400000,2223.0000000000000000000000000000,2229.1400000000000000000000000000,2218.3200000000000000000000000000,2220.5000000000000000000000000000,1069.26206000,2377476.000000000000000000,1740758700000
1740758700000,2220.5000000000000000000000000000,2226.4900000000000000000000000000,2212.0800000000000000000000000000,2213.4000000000000000000000000000,1255.66226000,2786474.490000000000000000,1740759000000
1740759000000,2213.4000000000000000000000000000,2216.1200000000000000000000000000,2207.6000000000000000000000000000,2211.3000000000000000000000000000,946.09374000,2092188.180000000000000000,1740759300000
1740759300000,2211.3000000000000000000000000000,2217.5700000000000000000000000000,2206.5700000000000000000000000000,2212.5600000000000000000000000000,879.66615000,1945808.510000000000000000,1740759600000
1740759600000,2212.5600000000000000000000000000,2221.0000000000000000000000000000,2210.7100000000000000000000000000,2212.0300000000000000000000000000,998.66768000,2213557.160000000000000000,1740759900000
1740759900000,2212.0300000000000000000000000000,2216.0000000000000000000000000000,2209.1900000000000000000000000000,2212.3000000000000000000000000000,1004.11111000,2221732.030000000000000000,1740760200000
1740760200000,2212.3000000000000000000000000000,2218.9000000000000000000000000000,2208.9200000000000000000000000000,2216.9000000000000000000000000000,1196.68446000,2650483.810000000000000000,1740760500000
1740760500000,2216.9000000000000000000000000000,2236.0000000000000000000000000000,2216.1000000000000000000000000000,2233.9100000000000000000000000000,1047.54815000,2329542.980000000000000000,1740760800000
1740760800000,2233.9100000000000000000000000000,2246.1000000000000000000000000000,2231.8000000000000000000000000000,2232.6000000000000000000000000000,807.01474000,1804544.930000000000000000,1740761100000
1740761100000,2232.6000000000000000000000000000,2235.8900000000000000000000000000,2219.5900000000000000000000000000,2221.4000000000000000000000000000,1178.84770000,2625028.030000000000000000,1740761400000
1740761400000,2221.4000000000000000000000000000,2230.2300000000000000000000000000,2218.0000000000000000000000000000,2230.2300000000000000000000000000,1093.36470000,2431874.100000000000000000,1740761700000
1740761700000,2230.2300000000000000000000000000,2230.7200000000000000000000000000,2221.4000000000000000000000000000,2222.6000000000000000000000000000,780.92000000,1736923.430000000000000000,1740762000000
1740762000000,2222.6100000000000000000000000000,2225.7900000000000000000000000000,2219.0700000000000000000000000000,2222.0000000000000000000000000000,965.17439000,2144678.030000000000000000,1740762300000
1740762300000,2222.0000000000000000000000000000,2226.0100000000000000000000000000,2218.9000000000000000000000000000,2225.7000000000000000000000000000,1244.11029000,2765970.230000000000000000,1740762600000
