open_time,open,high,low,close,volume,amount,close_time
1740758400000,145.6700000000000000000000000000,145.7000000000000000000000000000,144.4900000000000000000000000000,144.7000000000000000000000000000,3091.58000000,448883.320000000000000000,1740758700000
1740758700000,144.7000000000000000000000000000,145.5100000000000000000000000000,144.4600000000000000000000000000,144.4900000000000000000000000000,1691.77000000,245164.250000000000000000,1740759000000
1740759000000,144.4900000000000000000000000000,144.9500000000000000000000000000,144.3500000000000000000000000000,144.6400000000000000000000000000,2880.31000000,416247.600000000000000000,1740759300000
1740759300000,144.6400000000000000000000000000,145.3500000000000000000000000000,144.5500000000000000000000000000,144.9400000000000000000000000000,2875.44000000,416905.740000000000000000,1740759600000
1740759600000,144.9400000000000000000000000000,145.4300000000000000000000000000,144.6500000000000000000000000000,144.7200000000000000000000000000,3475.25000000,503967.200000000000000000,1740759900000
1740759900000,144.7200000000000000000000000000,145.0200000000000000000000000000,144.4900000000000000000000000000,144.8900000000000000000000000000,1722.66000000,249307.300000000000000000,1740760200000
1740760200000,144.8900000000000000000000000000,145.1700000000000000000000000000,144.5800000000000000000000000000,144.7500000000000000000000000000,941.96000000,136506.420000000000000000,1740760500000
1740760500000,144.7500000000000000000000000000,145.5700000000000000000000000000,144.6100000000000000000000000000,145.5200000000000000000000000000,2597.46000000,377286.850000000000000000,1740760800000
1740760800000,145.5200000000000000000000000000,146.5100000000000000000000000000,145.5200000000000000000000000000,145.8700000000000000000000000000,6237.92000000,909565.310000000000000000,1740761100000
1740761100000,145.8700000000000000000000000000,146.0500000000000000000000000000,145.0200000000000000000000000000,145.2400000000000000000000000000,2548.09000000,371180.670000000000000000,1740761400000
1740761400000,145.2400000000000000000000000000,145.5600000000000000000000000000,144.8800000000000000000000000000,145.5500000000000000000000000000,1375.00000000,199647.160000000000000000,1740761700000
1740761700000,145.5500000000000000000000000000,145.7000000000000000000000000000,145.0200000000000000000000000000,145.0700000000000000000000000000,742.40000000,107907.810000000000000000,1740762000000
1740762000000,145.0700000000000000000000000000,145.6200000000000000000000000000,144.9200000000000000000000000000,145.5800000000000000000000000000,1189.19000000,172690.310000000000000000,1740762300000
1740762300000,145.5800000000000000000000000000,145.9800000000000000000000000000,145.1900000000000000000000000000,145.9100000000000000000000000000,1161.95000000,169228.890000000000000000,1740762600000
1740762600000,145.9100000000000000000000000000,146.3800000000000000000000000000,145.7700000000000000000000000000,146.3300000000000000000000000000,1818.95000000,265807.070000000000000000,1740762900000
1740762900000,146.3300000000000000000000000000,146.4500000000000000000000000000,145.9300000000000000000000000000,146.1500000000000000000000000000,1462.04000000,213695.200000000000000000,1740763200000
1740763200000,146.1500000000000000000000000000,146.2200000000000000000000000000,145.6200000000000000000000000000,145.7400000000000000000000000000,3623.36000000,528749.390000000000000000,1740763500000
1740763500000,145.7400000000000000000000000000,146.1300000000000000000000000000,145.6500000000000000000000000000,146.0000000000000000000000000000,1046.15000000,152583.110000000000000000,1740763800000
1740763800000,146.0000000000000000000000000000,146.0600000000000000000000000000,145.2200000000000000000000000000,145.3300000000000000000000000000,2101.18000000,305811.520000000000000000,1740764100000
1740764100000,145.3300000000000000000000000000,145.5200000000000000000000000000,144.6300000000000000000000000000,144.7100000000000000000000000000,1515.20000000,219812.300000000000000000,1740764400000
1740764400000,144.7100000000000000000000000000,144.7900000000000000000000000000,143.8700000000000000000000000000,144.0200000000000000000000000000,2698.80000000,389211.270000000000000000,1740764700000
1740764700000,144.0200000000000000000000000000,144.2200000000000000000000000000,143.7500000000000000000000000000,143.9300000000000000000000000000,2710.32000000,390360.290000000000000000,1740765000000
1740765000000,143.9300000000000000000000000000,144.7200000000000000000000000000,143.9200000000000000000000000000,144.4700000000000000000000000000,2310.31000000,333689.620000000000000000,1740765300000
1740765300000,144.4700000000000000000000000000,144.6000000000000000000000000000,144.1100000000000000000000000000,144.2600000000000000000000000000,508.58000000,73393.540000000000000000,1740765600000
1740765600000,144.2600000000000000000000000000,145.2700000000000000000000000000,144.2400000000000000000000000000,144.5000000000000000000000000000,873.43000000,126466.340000000000000000,1740765900000
1740765900000,144.5000000000000000000000000000,145.4300000000000000000000000000,144.4900000000000000000000000000,145.2800000000000000000000000000,1593.29000000,231204.750000000000000000,1740766200000
1740766200000,145.2800000000000000000000000000,145.7500000000000000000000000000,145.1800000000000000000000000000,145.7000000000000000000000000000,1774.89000000,258274.040000000000000000,1740766500000
1740766500000,145.7000000000000000000000000000,145.9500000000000000000000000000,144.5500000000000000000000000000,144.7000000000000000000000000000,1714.64000000,249117.710000000000000000,1740766800000
1740766800000,144.7000000000000000000000000000,145.2900000000000000000000000000,144.5700000000000000000000000000,144.6600000000000000000000000000,1438.87000000,208419.860000000000000000,1740767100000
1740767100000,144.6600000000000000000000000000,145.4000000000000000000000000000,144.6000000000000000000000000000,145.4000000000000000000000000000,1140.68000000,165328.470000000000000000,1740767400000
1740767400000,145.4000000000000000000000000000,146.2600000000000000000000000000,145.1600000000000000000000000000,146.1000000000000000000000000000,2567.09000000,374638.280000000000000000,1740767700000
1740767700000,146.1000000000000000000000000000,146.4700000000000000000000000000,145.8000000000000000000000000000,146.2700000000000000000000000000,1763.08000000,257857.770000000000000000,1740768000000
1740768000000,146.2700000000000000000000000000,146.8300000000000000000000000000,146.1500000000000000000000000000,146.3000000000000000000000000000,1202.43000000,176224.390000000000000000,1740768300000
1740768300000,146.3000000000000000000000000000,146.5200000000000000000000000000,146.0500000000000000000000000000,146.0900000000000000000000000000,882.36000000,129120.930000000000000000,1740768600000
1740768600000,146.0900000000000000000000000000,147.0500000000000000000000000000,145.9900000000000000000000000000,146.9100000000000000000000000000,1796.90000000,263675.410000000000000000,1740768900000
1740768900000,146.9100000000000000000000000000,146.9900000000000000000000000000,146.0100000000000000000000000000,146.2000000000000000000000000000,1805.78000000,264730.520000000000000000,1740769200000
1740769200000,146.2000000000000000000000000000,146.9500000000000000000000000000,146.1500000000000000000000000000,146.5300000000000000000000000000,1064.24000000,156135.690000000000000000,1740769500000
1740769500000,146.5300000000000000000000000000,146.9600000000000000000000000000,146.4600000000000000000000000000,146.6500000000000000000000000000,1254.14000000,183964.080000000000000000,1740769800000
1740769800000,146.6500000000000000000000000000,146.7400000000000000000000000000,146.1100000000000000000000000000,146.3400000000000000000000000000,937.94000000,137393.060000000000000000,1740770100000
1740770100000,146.3400000000000000000000000000,146.6700000000000000000000000000,146.0900000000000000000000000000,146.3500000000000000000000000000,777.32000000,113852.340000000000000000,1740770400000
1740770400000,146.3500000000000000000000000000,146.3800000000000000000000000000,146.1000000000000000000000000000,146.2800000000000000000000000000,1261.53000000,184454.350000000000000000,1740770700000
1740770700000,146.2800000000000000000000000000,146.8300000000000000000000000000,146.1500000000000000000000000000,146.7200000000000000000000000000,730.36000000,106973.650000000000000000,1740771000000
1740771000000,146.7200000000000000000000000000,147.2500000000000000000000000000,146.5500000000000000000000000000,146.7500000000000000000000000000,2396.56000000,352136.490000000000000000,1740771300000
1740771300000,146.7500000000000000000000000000,146.8500000000000000000000000000,146.4800000000000000000000000000,146.7800000000000000000000000000,951.87000000,139629.860000000000000000,1740771600000
1740771600000,146.7800000000000000000000000000,146.9000000000000000000000000000,146.3500000000000000000000000000,146.7300000000000000000000000000,903.81000000,132526.210000000000000000,1740771900000
