open_time,open,high,low,close,volume,amount,close_time
1685548800000,26911.5500000000000000000000000000,26926.2900000000000000000000000000,26898.5400000000000000000000000000,26906.0600000000000000000000000000,62.84983700,1691574.200000000000000000,1685549100000
1685549100000,26906.0600000000000000000000000000,26928.4300000000000000000000000000,26839.0100000000000000000000000000,26928.4300000000000000000000000000,68.92593400,1852638.230000000000000000,1685549400000
1685549400000,26928.4300000000000000000000000000,26964.3000000000000000000000000000,26925.1800000000000000000000000000,26959.8900000000000000000000000000,65.45413800,1763666.260000000000000000,1685549700000
1685549700000,26959.8900000000000000000000000000,26963.5900000000000000000000000000,26948.9600000000000000000000000000,26958.8700000000000000000000000000,59.06201200,1592162.190000000000000000,1685550000000
1685550000000,26958.8700000000000000000000000000,26961.1300000000000000000000000000,26919.3400000000000000000000000000,26944.7700000000000000000000000000,54.31283600,1463356.450000000000000000,1685550300000
1685550300000,26944.7700000000000000000000000000,26958.7700000000000000000000000000,26928.4700000000000000000000000000,26958.7600000000000000000000000000,45.81838800,1234433.490000000000000000,1685550600000
1685550600000,26958.7600000000000000000000000000,26958.7600000000000000000000000000,26928.9100000000000000000000000000,26953.0700000000000000000000000000,47.13704600,1269942.400000000000000000,1685550900000
1685550900000,26953.0700000000000000000000000000,26967.3100000000000000000000000000,26944.0600000000000000000000000000,26949.3400000000000000000000000000,45.65812200,1230685.570000000000000000,1685551200000
1685551200000,26949.3400000000000000000000000000,26960.6200000000000000000000000000,26938.1600000000000000000000000000,26949.1800000000000000000000000000,41.75192400,1125219.780000000000000000,1685551500000
1685551500000,26949.1800000000000000000000000000,26979.0400000000000000000000000000,26947.8200000000000000000000000000,26952.6000000000000000000000000000,49.05872500,1322615.860000000000000000,1685551800000
1685551800000,26952.6000000000000000000000000000,26952.6000000000000000000000000000,26890.1000000000000000000000000000,26910.2100000000000000000000000000,68.69133100,1849631.600000000000000000,1685552100000
1685552100000,26910.2100000000000000000000000000,26937.9600000000000000000000000000,26908.9200000000000000000000000000,26936.0000000000000000000000000000,37.48538800,1009361.760000000000000000,1685552400000
1685552400000,26936.0000000000000000000000000000,26954.9000000000000000000000000000,26933.3800000000000000000000000000,26954.8800000000000000000000000000,50.13451400,1350681.400000000000000000,1685552700000
1685552700000,26954.8800000000000000000000000000,26956.7500000000000000000000000000,26920.0000000000000000000000000000,26920.0000000000000000000000000000,37.66213700,1014456.170000000000000000,1685553000000
1685553000000,26920.0000000000000000000000000000,26936.8200000000000000000000000000,26920.0000000000000000000000000000,26930.0100000000000000000000000000,32.22231700,867760.740000000000000000,1685553300000
1685553300000,26930.0100000000000000000000000000,26953.0300000000000000000000000000,26914.5800000000000000000000000000,26925.3500000000000000000000000000,44.01923900,1185772.410000000000000000,1685553600000
